120.00,99.99799184,105.75,96.39536518,95.00,89.33469887,84.25,80.62132256,73.50,70.90386971,62.75,60.75265578,52.00,49.63953651,41.25,37.63680543,30.50,24.15205735,19.75,10.60907283,9.00,01.82741932,-1.75,00.03614675
118.75,99.97389400,105.50,96.32307167,94.75,88.92704379,84.00,80.45464586,73.25,70.72313593,62.50,60.53778340,51.75,49.41261521,41.00,37.20906881,30.25,23.84280177,19.50,10.43436351,8.75,01.75713396,-2.25,00.03413860
117.75,99.91364941,105.25,96.22065586,94.50,88.82864429,83.75,80.26587947,73.00,70.53035323,62.25,60.20442998,51.50,49.13348193,40.75,36.92792738,30.00,23.60182340,19.25,10.21748298,8.50,01.54627788,-2.50,00.02610599
117.50,99.90762495,105.00,96.11623190,94.25,88.67401650,83.50,79.94457497,72.75,70.29539932,62.00,60.01566359,51.25,48.87844649,40.50,36.68494085,29.75,23.14998895,19.00,09.97449645,8.25,01.47800068,-3.25,00.01807337
117.00,99.83934775,104.75,95.74472357,94.00,88.52541317,83.25,79.79998795,72.50,70.10060847,61.75,59.78874229,51.00,48.48484848,40.25,36.42789726,29.50,22.80860292,18.75,09.75560776,8.00,01.41373978,-3.75,00.01606522
116.50,99.83733959,104.50,95.69652790,93.75,88.38283430,83.00,79.62929493,72.25,69.75118983,61.50,59.57386991,50.75,48.21977227,40.00,36.12667429,29.25,22.53951041,18.50,09.22143904,7.75,01.30730766,-4.50,00.01004076
116.25,99.82529068,104.25,95.61419362,93.50,87.98923629,82.75,79.44454485,72.00,69.58852942,61.25,59.33088338,50.50,48.00489989,39.75,35.70094584,29.00,22.29652388,18.25,08.98046067,7.50,01.23300600,-4.75,00.00803261
115.50,99.72086671,104.00,95.48567182,93.25,87.86473080,82.50,79.23971323,71.75,69.39373857,61.00,58.97945659,50.25,47.78601120,39.50,35.38365765,28.75,22.01337429,18.00,08.76759644,7.25,01.06632929,-5.25,00.00602445
115.25,99.71484225,103.75,95.35313372,93.00,87.74022531,82.25,78.87623752,71.50,69.17886619,60.75,58.77261682,50.00,47.51290238,39.25,35.09046729,28.50,21.52539309,17.75,08.55272405,7.00,01.01411731,-7.50,00.00000000
115.00,99.70078518,103.50,95.04588629,92.75,87.61371166,82.00,78.68947928,71.25,68.98809165,60.50,58.55573628,49.75,47.12332068,39.00,34.83944815,28.25,21.25630058,17.50,08.31977829,6.75,00.97395425,,
114.25,99.51402694,103.25,94.97961724,92.50,87.45506757,81.75,78.50071289,71.00,68.64469747,60.25,58.32078237,49.50,46.87631785,38.75,34.59646163,28.00,20.98118360,17.25,07.86794385,6.50,00.93379119,,
114.00,99.51001064,103.00,94.89125850,92.25,87.08556740,81.50,78.28383235,70.75,68.44187400,60.00,58.06775508,49.25,46.65742916,38.50,34.14864349,27.75,20.72012370,17.00,07.67917746,6.25,00.89563628,,
113.75,99.47988834,102.75,94.78683454,92.00,86.93696407,81.25,78.07900074,70.50,68.23302608,59.75,57.69423860,49.00,46.39034479,38.25,33.86549390,27.50,20.49521055,16.75,07.49241922,6.00,00.82133461,,
113.50,99.28911380,102.50,94.64626383,91.75,86.81446673,81.00,77.71954133,70.25,68.04827600,59.50,57.44723577,48.75,46.12526859,38.00,33.59840954,27.25,20.01727011,16.50,07.28758760,5.75,00.79121232,,
113.25,99.28509749,102.25,94.31291041,91.50,86.64578187,80.75,77.53880755,70.00,67.82737915,59.25,57.24240416,48.50,45.77584995,37.75,33.28915396,27.00,19.75219390,16.25,07.08677229,5.50,00.76510633,,
113.00,99.27706488,102.00,94.25668212,91.25,86.48713777,80.50,77.33196778,69.75,67.50406651,59.00,56.98335241,48.25,45.52884711,37.50,32.97186577,26.75,19.46301986,16.00,06.67911721,5.25,00.71891881,,
112.75,99.25497519,101.75,94.15225816,91.00,86.12767837,80.25,77.16328292,69.50,67.29120228,58.75,56.76245556,48.00,45.28786874,37.25,32.55818623,26.50,19.19191919,15.75,06.46826114,5.00,00.68678836,,
112.50,99.22284474,101.50,94.01168745,90.75,85.97305058,80.00,76.95443500,69.25,67.06227282,58.50,56.38693093,47.75,45.04488222,37.00,32.30716709,26.25,18.86258208,15.50,06.24937245,4.75,00.58838885,,
112.00,98.97383376,101.25,93.86308412,90.50,85.80637387,79.75,76.63313050,69.00,66.82932706,58.25,56.13189549,47.50,44.78382231,36.75,32.03807458,26.00,18.34447858,15.25,06.06060606,4.50,00.54621764,,
111.75,98.96379299,101.00,93.48153503,90.25,85.65174608,79.50,76.47448641,68.75,66.60039761,58.00,55.90296604,47.25,44.38821615,36.50,31.73685161,25.75,18.10751651,15.00,05.87384782,4.25,00.51609534,,
111.50,98.93367070,100.75,93.40522521,90.00,85.50515091,79.25,76.27969556,68.50,66.26704419,57.75,55.65194690,47.00,44.19342530,36.25,31.47579171,25.50,17.83239954,14.75,05.46217643,4.00,00.48396489,,
111.25,98.86539349,100.50,93.28875233,89.75,85.16175673,79.00,76.10297809,68.25,66.05819627,57.50,55.40896037,46.75,43.92433279,36.00,31.04002249,25.25,17.56531517,14.50,05.32160571,3.75,00.45986706,,
111.00,98.58826836,100.25,93.17227945,89.50,85.01716970,78.75,75.90417093,68.00,65.83529128,57.25,55.05753358,46.50,43.66929734,35.75,30.77896258,25.00,17.28015743,14.25,05.16296162,3.50,00.37150832,,
110.75,98.58425206,100.00,93.00158644,89.25,84.85250115,78.50,75.56077675,67.75,65.63648412,57.00,54.84466935,46.25,43.43635158,35.50,30.48978854,24.75,16.75602947,14.00,04.98423599,3.25,00.34941863,,
110.50,98.56818683,99.75,92.65819226,89.00,84.67578368,78.25,75.40815711,67.50,65.41157097,56.75,54.64787035,46.00,43.03271281,35.25,30.20663895,24.50,16.48693696,13.75,04.81354298,3.00,00.33134526,,
110.25,98.52802377,99.50,92.57384983,88.75,84.47898467,78.00,75.17922766,67.25,65.08223386,56.50,54.43701427,45.75,42.80177520,35.00,29.93152197,24.25,16.21181998,13.50,04.47617326,2.75,00.30122296,,
110.00,98.47581179,99.25,92.45135249,88.50,84.07936221,77.75,74.97640420,67.00,64.86334518,56.25,54.18398698,45.50,42.55075606,34.75,29.41542663,24.00,15.96481715,13.25,04.32957808,2.50,00.27511697,,
109.75,98.19868666,99.00,92.31278992,88.25,83.94682410,77.50,74.78562965,66.75,64.64847279,56.00,53.83055204,45.25,42.27363094,34.50,29.10014659,23.75,15.67564311,13.00,04.18499106,2.25,00.22892945,,
109.50,98.17860513,98.75,92.14008876,88.00,83.82031046,77.25,74.39604795,66.50,64.44966564,55.75,53.58154105,45.00,42.00052211,34.25,28.83105407,23.50,15.14348253,12.75,04.00626543,2.00,00.21085607,,
109.25,98.15049099,98.50,91.75452336,87.75,83.62551960,77.00,74.18318372,66.25,64.21872803,55.50,53.35662790,44.75,41.60692411,34.00,28.58003494,23.25,14.90049601,12.50,03.87774363,1.75,00.20081531,,
109.00,98.09827901,98.25,91.65813201,87.50,83.45683474,76.75,74.01650701,66.00,63.88336646,55.25,53.10761692,44.50,41.33582344,33.75,28.26877121,23.00,14.62537903,12.25,03.55443098,1.50,00.19077454,,
