108.75,97.99184689,98.00,91.55571620,87.25,83.12548948,76.50,73.82171616,65.75,63.65644516,55.00,52.87868747,44.25,41.08681245,33.50,27.81492861,22.75,14.36632728,12.00,03.41988473,1.25,00.17872562,,
108.50,97.67455870,97.75,91.41313733,87.00,82.95881277,76.25,73.62290901,65.50,63.44558909,54.75,52.50517099,44.00,40.76952426,33.25,27.55386870,22.50,14.09121031,11.75,03.30742815,1.00,00.14057071,,
108.25,97.64644456,97.50,91.24646063,86.75,82.78811976,76.00,73.27951483,65.25,63.21866779,54.50,52.30234753,43.75,40.47231760,33.00,27.30284956,22.25,13.56105789,11.50,03.19296343,0.75,00.13454625,,
108.00,97.60427334,97.25,90.87495230,86.50,82.60939414,75.75,73.05660983,65.00,62.97568126,54.25,52.05132839,43.50,40.07269514,32.75,26.99560214,22.00,13.31003875,11.25,03.05440086,0.50,00.13253810,,
107.75,97.53800429,97.00,90.74442235,86.25,82.42062774,75.50,72.85177821,64.75,62.66642568,54.00,51.81436632,43.25,39.82368415,32.50,26.73253408,21.75,13.09315822,11.00,02.74715344,0.25,00.12249733,,
107.50,97.42153141,96.75,90.59782717,86.00,82.09329879,75.25,72.63891399,64.50,62.47565114,53.75,51.54326565,43.00,39.55258348,32.25,26.24254473,21.50,12.83410647,10.75,02.64272948,0.00,00.11044842,,
107.25,97.08817800,96.50,90.47332168,85.75,81.93264654,75.00,72.42002530,64.25,62.23868907,53.50,51.16974918,42.75,39.29353173,32.00,26.00357451,21.25,12.58509548,10.50,02.53228106,-0.25,00.09237504,,
107.00,97.06608831,96.25,90.30664497,85.50,81.73183123,74.75,72.03646806,64.00,62.01377593,53.25,50.96893387,42.50,39.03247183,31.75,25.73849830,21.00,12.14129365,10.25,02.40777556,-0.50,00.07831797,,
106.75,97.00785187,96.00,89.95321003,85.25,81.51896700,74.50,71.85975058,63.75,61.78685462,53.00,50.72393919,42.25,38.63084121,31.50,25.41920195,20.75,11.88625820,10.00,02.28327007,-0.75,00.07028535,,
106.50,96.90945237,95.75,89.81263931,85.00,81.33020061,74.25,71.64287005,63.50,61.40731369,52.75,50.48898528,42.00,38.36576500,31.25,25.12801976,20.50,11.62720645,9.75,02.08245476,-1.00,00.06827720,,
106.25,96.80101210,95.50,89.67206859,84.75,80.96471675,74.00,71.41996505,63.25,61.19645761,52.50,50.25603952,41.75,38.13683555,31.00,24.64405486,20.25,11.38020362,9.50,01.98606341,-1.25,00.06024459,,
106.00,96.43753639,95.25,89.50338373,84.50,80.81008896,73.75,71.20308452,63.00,60.96953631,52.25,49.87449043,41.50,37.87979195,30.75,24.42114986,20.00,11.13520894,9.25,01.91376990,-1.50,00.04417936,,
