300,99.99749115,257,83.64986577,214,57.08622895,171,36.16247271,128,18.81381871
299,99.99498231,256,82.95742492,213,56.48159763,170,35.72342507,127,18.42745678
298,99.98996462,255,82.28003713,212,55.99488195,169,35.20911212,126,18.10883363
297,99.97742040,254,81.62021124,211,55.55834315,168,34.76504678,125,17.73250708
296,99.93727890,253,81.04066835,210,55.04403020,167,34.29087533,124,17.42141047
295,99.88208434,252,80.43603703,209,54.53975262,166,33.81670388,123,17.10278732
294,99.81936325,251,79.85900298,208,53.96271858,165,33.38267392,122,16.70889886
293,99.72904488,250,79.22426553,207,53.41579066,164,32.98125893,121,16.36769612
292,99.62116460,249,78.59705461,206,52.96419880,163,32.58987932,120,15.97380767
291,99.48066935,248,77.96482601,205,52.42228856,162,32.13577861,119,15.63009608
290,99.31508567,247,77.26987631,204,51.91550214,161,31.67666022,118,15.31398178
289,99.10936049,246,76.64517423,203,51.35603000,160,31.28277177,117,15.01292054
288,98.87352919,245,76.03050753,202,50.84422589,159,30.91898943,116,14.67673549
287,98.60508291,244,75.34559321,201,50.32740409,158,30.49248601,115,14.36814772
286,98.35921623,243,74.60548433,200,49.83817958,157,30.12368599,114,14.05705110
285,98.06819037,242,73.94565844,199,49.33390200,156,29.73732406,113,13.71083067
284,97.78218219,241,73.34102712,198,48.80704483,155,29.33590907,112,13.37464562
283,97.44348829,240,72.63102436,197,48.25509922,154,28.92947640,111,13.02842519
282,97.08974133,239,71.94611003,196,47.79598083,153,28.50297297,110,12.71481973
281,96.71592363,238,71.36656714,195,47.33937128,152,28.05890764,109,12.42881156
280,96.30949095,237,70.75691813,194,46.85014676,151,27.65247497,108,12.09513535
279,95.86040793,236,70.13221606,193,46.37848415,150,27.27865726,107,11.79156526
278,95.46150179,235,69.47991670,192,45.95198073,149,26.86971574,106,11.50053940
277,94.97227727,234,68.92546225,191,45.38247321,148,26.52098647,105,11.21954890
276,94.49057929,233,68.30828671,190,44.89826638,147,26.12960686,104,10.90092576
275,93.98630171,232,67.67605810,189,44.45420105,146,25.70059459,103,10.59233799
274,93.45191801,231,67.05135603,188,43.98002960,145,25.27660001,102,10.29880328
273,92.95516696,230,66.40658320,187,43.53094658,144,24.89525577,101,10.01028625
272,92.49855741,229,65.81951378,186,42.97900097,143,24.46373466,100,09.73431345
271,92.06452745,228,65.25251511,185,42.43458190,142,24.09493464,99,09.43576105
270,91.52512606,227,64.65541032,184,41.99804310,141,23.69101081,98,09.14473519
269,90.94307433,226,64.04074362,183,41.56401314,140,23.33726385,97,08.88381544
268,90.40367294,225,63.42356807,182,41.04970019,139,22.94839308,96,08.61787802
267,89.80656815,224,62.83148097,181,40.65079404,138,22.53443387,95,08.34943174
266,89.18939260,223,62.24942923,180,40.20421987,137,22.17065154,94,08.12865350
265,88.64748237,222,61.67490403,179,39.76517223,136,21.81941343,93,07.83260995
264,88.01525376,221,61.09536114,178,39.31608921,135,21.43305150,92,07.55663714
263,87.38302516,220,60.57603050,177,38.92220075,134,21.03414536,91,07.31327930
262,86.80849996,219,60.00903183,176,38.49318848,133,20.68290724,90,07.06741262
261,86.15870945,218,59.36175016,175,38.05414084,132,20.29403647,80,04.87970094
260,85.55658696,217,58.75711884,174,37.57996939,131,19.89011264,,
259,84.94442911,216,58.16754058,173,37.10830678,130,19.52633031,,
258,84.29463860,215,57.61308612,172,36.64918838,129,19.18763641,,
